,Published_time,news_content,news_headline
708,2022-11-15 08:55:00,"Thị giá về đáy 14 tháng, Chủ tịch DGC đăng ký mua 1 triệu cp: Ông Đào Hữu Huyền - Chủ tịch HĐQT CTCP Tập đoàn Hóa chất Đức Giang (HOSE: DGC) vừa đăng ký mua 1 triệu cp DGC nhằm tăng tỷ lệ sở hữu. Giao dịch dự...","Thị giá về đáy 14 tháng, Chủ tịch DGC đăng ký mua 1 triệu cp"
725,2022-11-14 17:00:00,"Học đầu tư chứng khoán với Talkshow “Bí mật đồng tiền”: Đầu tư chứng khoán chắc chắn không hề dễ dàng. Muốn thành công trên thị trường, nhà đầu tư cần liên tục học hỏi, tích lũy kinh nghiệm thông qua sách...",Học đầu tư chứng khoán với Talkshow “Bí mật đồng tiền”
709,2022-11-14 17:00:00,"Học đầu tư chứng khoán với Talkshow “Bí mật đồng tiền”: Đầu tư chứng khoán chắc chắn không hề dễ dàng. Muốn thành công trên thị trường, nhà đầu tư cần liên tục học hỏi, tích lũy kinh nghiệm thông qua sách...",Học đầu tư chứng khoán với Talkshow “Bí mật đồng tiền”
726,2022-11-14 13:00:00,"Triển vọng nào dành cho VEA, DHG và GMD?: Các công ty chứng khoán (CTCK) khuyến nghị mua với VEA nhờ thị trường xe hồi phục, lợi nhuận được chia từ Honda và Toyota gia tăng trong 2022-2023;...","Triển vọng nào dành cho VEA, DHG và GMD?"
710,2022-11-14 13:00:00,"Triển vọng nào dành cho VEA, DHG và GMD?: Các công ty chứng khoán (CTCK) khuyến nghị mua với VEA nhờ thị trường xe hồi phục, lợi nhuận được chia từ Honda và Toyota gia tăng trong 2022-2023;...","Triển vọng nào dành cho VEA, DHG và GMD?"
727,2022-11-13 20:54:00,"Góc nhìn tuần 14 - 18/11: Thận trọng vì rủi ro giảm vẫn còn: Phiên 11/11 thị trường trong nước kết thúc với gần 140 cổ phiếu đóng cửa ở mức giá sàn là điều đáng suy nghĩ. Theo đó, MBS cho rằng nhà đầu tư vẫn...",Góc nhìn tuần 14 - 18/11: Thận trọng vì rủi ro giảm vẫn còn
711,2022-11-13 20:54:00,"Góc nhìn tuần 14 - 18/11: Thận trọng vì rủi ro giảm vẫn còn: Phiên 11/11 thị trường trong nước kết thúc với gần 140 cổ phiếu đóng cửa ở mức giá sàn là điều đáng suy nghĩ. Theo đó, MBS cho rằng nhà đầu tư vẫn...",Góc nhìn tuần 14 - 18/11: Thận trọng vì rủi ro giảm vẫn còn
728,2022-11-11 23:46:00,"UBCKNN lý giải về đà giảm của thị trường chứng khoán trong thời gian qua: Theo Ủy ban Chứng khoán Nhà nước (UBCKNN), thị trường chứng khoán Việt Nam biến động mạnh trong thời gian qua xuất phát từ tâm lý thận trọng của nhà...",UBCKNN lý giải về đà giảm của thị trường chứng khoán trong thời gian qua
712,2022-11-11 23:46:00,"UBCKNN lý giải về đà giảm của thị trường chứng khoán trong thời gian qua: Theo Ủy ban Chứng khoán Nhà nước (UBCKNN), thị trường chứng khoán Việt Nam biến động mạnh trong thời gian qua xuất phát từ tâm lý thận trọng của nhà...",UBCKNN lý giải về đà giảm của thị trường chứng khoán trong thời gian qua
729,2022-11-11 11:30:00,"Thành viên HĐQT mua thành công 2.11 triệu cp SP2 : Ông Mai Đình Nhật - Thành viên HĐQT CTCP Thủy điện Sử Pán 2 (UPCoM: SP2) đã mua thành công hơn 2.11 triệu cp SP2, tương đương 10.24% vốn, trong ngày...",Thành viên HĐQT mua thành công 2.11 triệu cp SP2 
713,2022-11-11 11:30:00,"Thành viên HĐQT mua thành công 2.11 triệu cp SP2 : Ông Mai Đình Nhật - Thành viên HĐQT CTCP Thủy điện Sử Pán 2 (UPCoM: SP2) đã mua thành công hơn 2.11 triệu cp SP2, tương đương 10.24% vốn, trong ngày...",Thành viên HĐQT mua thành công 2.11 triệu cp SP2 
730,2022-11-10 19:30:00,Chứng khoán phái sinh Ngày 11/11/2022: Ngày buồn của phe Long: Các hợp đồng tương lai đồng loạt giảm điểm trong phiên giao dịch ngày 10/11/2022. Basis hợp đồng VN30F2211 mở rộng so với phiên trước đó và đạt giá...,Chứng khoán phái sinh Ngày 11/11/2022: Ngày buồn của phe Long
731,2022-11-10 13:22:00,Chứng khoán: Nhìn dài hạn sẽ thấy điểm tích cực: Triển vọng thị trường chứng khoán trong dài hạn là tích cực vì nền kinh tế Việt Nam đang trong chu kỳ tăng trưởng khá nhanh so với các nước.,Chứng khoán: Nhìn dài hạn sẽ thấy điểm tích cực
732,2022-11-10 09:54:00,"Ông Bùi Cao Nhật Quân mua thành công 2 triệu cp NVL: Theo báo cáo giao dịch mới công bố, ông Bùi Cao Nhật Quân (con trai ông Bùi Thành Nhơn - Chủ tịch HĐQT NovaGroup) đã mua thành công 2 triệu cp NVL...",Ông Bùi Cao Nhật Quân mua thành công 2 triệu cp NVL
733,2022-11-09 17:10:00,Vietstock Daily 10/11/2022: Tâm lý thận trọng trở lại: VN-Index tăng nhẹ trong phiên và hình thành mẫu hình nến Spinning Top. Khối lượng giao dịch cũng sụt giảm xuống dưới trung bình 20 phiên gần nhất cho...,Vietstock Daily 10/11/2022: Tâm lý thận trọng trở lại
734,2022-11-09 08:00:00,Top cổ phiếu đáng chú ý đầu phiên 09/11: Danh sách các mã cổ phiếu tăng và giảm mạnh nhất những phiên gần đây theo số liệu thống kê của Vietstock.,Top cổ phiếu đáng chú ý đầu phiên 09/11
735,2022-11-08 15:13:00,"Nhịp đập Thị trường 08/11: Một ngày xanh đẹp: Thị trường chứng khoán không xuống thì lên, không xanh thì đỏ. Ít khi thấy VN-Index đứng giá. Tuy nhiên hôm nay những nhà đầu tư theo dõi kỹ thị...",Nhịp đập Thị trường 08/11: Một ngày xanh đẹp
736,2022-11-08 10:00:00,"Ngày 08/11/2022: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock: Các cổ phiếu nóng được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm: ACV, AGG, BVH, HTN, NLG, STB, MSN, VNM, VIC và VPB.",Ngày 08/11/2022: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock
737,2022-11-07 18:21:00,"Tự doanh 07/11: Mua ròng hơn 122 tỷ đồng: Phiên 07/11, tự doanh công ty chứng khoán mua ròng hơn 122 tỷ đồng. Trong đó ACV được mua ròng mạnh nhất với gần 35 tỷ đồng. Ở chiều ngược lại, nhiều...",Tự doanh 07/11: Mua ròng hơn 122 tỷ đồng
738,2022-11-07 10:18:00,"Phó Tổng Giám đốc HPX đã bán thành công 7.75 triệu cp: Ông Đỗ Quý Thành, Phó Tổng Giám đốc CTCP Đầu tư Hải Phát (HOSE: HPX) đồng thời là em trai Chủ tịch HĐQT Đỗ Quý Hải, thông báo đã bán thành công 7.75...",Phó Tổng Giám đốc HPX đã bán thành công 7.75 triệu cp
739,2022-11-06 18:00:00,"Vietstock Weekly 07-11/11/2022: Triển vọng ngắn hạn tiếp tục bi quan: Trong khung thời gian tuần (31/10-04/11/2022), VN-Index giảm điểm trở lại và hình thành những cây nến xanh đỏ đan xen nhau cho thấy tâm lý giằng co...",Vietstock Weekly 07-11/11/2022: Triển vọng ngắn hạn tiếp tục bi quan
740,2022-11-04 17:31:00,Chứng khoán Tuần 31/10-04/11/2022: Tiếp tục điều chỉnh: VN-Index tiếp tục lao dốc mạnh trong tuần qua. Dù khối lượng có sự tăng trưởng nhưng khối ngoại lại tiếp tục bán ròng cho thấy triển vọng ngắn hạn...,Chứng khoán Tuần 31/10-04/11/2022: Tiếp tục điều chỉnh
741,2022-11-04 08:00:00,Top cổ phiếu đáng chú ý đầu phiên 04/11: Danh sách các mã cổ phiếu tăng và giảm mạnh nhất những phiên gần đây theo số liệu thống kê của Vietstock.,Top cổ phiếu đáng chú ý đầu phiên 04/11
742,2022-11-03 13:00:00,"IDC - Mua với mức giá nào là hợp lý? (Kỳ 2): Tổng Công ty IDICO - CTCP (HNX: IDC) là một doanh nghiệp lớn và hoạt động trong nhiều lĩnh vực. Trong những năm gần đây, IDC định hướng chú trọng...",IDC - Mua với mức giá nào là hợp lý? (Kỳ 2)
743,2022-11-02 20:00:00,"Thị trường chứng quyền 03/11/2022: Phiên tăng, giảm xen kẽ: Kết thúc phiên giao dịch ngày 02/11/2022, toàn thị trường có 22 mã tăng, 87 mã giảm và 39 mã tham chiếu. Khối ngoại quay lại bán ròng với tổng mức...","Thị trường chứng quyền 03/11/2022: Phiên tăng, giảm xen kẽ"
744,2022-11-02 08:41:00,"Cảnh báo về việc mạo danh Công ty chứng khoán VIX để lừa đảo: Hiện nay, tình trạng lừa đảo mạo danh Công ty Chứng khoán VIX đang diễn ra dưới nhiều hình thức khác nhau. Nhằm đảm bảo uy tín thương hiệu của Công...",Cảnh báo về việc mạo danh Công ty chứng khoán VIX để lừa đảo
745,2022-11-01 15:50:00,CTS: Việt Nam sẽ thiếu hụt hơn 13 tỷ kWh điện vào năm 2023: Báo cáo “Triển vọng ngành điện quý 3/2022” do CTCP Chứng khoán Ngân hàng Công thương Việt Nam (HOSE: CTS) công bố dự báo sản lượng điện trên toàn hệ...,CTS: Việt Nam sẽ thiếu hụt hơn 13 tỷ kWh điện vào năm 2023
746,2022-11-01 11:31:00,"Xử lý hai đối tượng tung tin sai về Vingroup, Novaland và thị trường chứng khoán: Các trường hợp này đã sử dụng tài khoản mạng xã hội đăng tải, bình luận thông tin sai sự thật về thị trường tài chính, chứng khoán, gây hoang mang dư...","Xử lý hai đối tượng tung tin sai về Vingroup, Novaland và thị trường chứng khoán"
747,2022-10-31 18:24:00,"Tự doanh 31/10: Mua ròng gần 53 tỷ đồng: Phiên 31/10, tự doanh công ty chứng khoán mua ròng gần 53 tỷ đồng. Trong đó, TCB, ACB, BCM và HPG là các cổ phiếu được mua ròng nhiều nhất nhưng giá...",Tự doanh 31/10: Mua ròng gần 53 tỷ đồng
748,2022-10-31 11:10:00,"Thị giá DBC rơi 60% từ đỉnh, Chủ tịch đăng ký bán 10 triệu cp: Với mục đích đáp ứng nhu cầu tài chính cá nhân, ông Nguyễn Như So - Chủ tịch HĐQT CTCP Tập đoàn Dabaco Việt Nam (HOSE: DBC) vừa đăng ký bán 10 triệu...","Thị giá DBC rơi 60% từ đỉnh, Chủ tịch đăng ký bán 10 triệu cp"
749,2022-10-30 08:54:00,"Các quỹ đầu tư cơ cấu danh mục: Tuần qua (24-28/10/2022), trong khi quỹ ngoại America LLC mua thêm nhiều cổ phiếu để đầu tư thì Dragon Capital lựa chọn bán bớt cổ phiếu.",Các quỹ đầu tư cơ cấu danh mục
750,2022-10-28 18:38:00,"Hơn 82 triệu cp EIB được giao dịch thỏa thuận, giá 44,406 đồng/cp: Phiên 28/10, thị trường ghi nhận hơn 82 triệu cp của Ngân hàng TMCP Xuất Nhập khẩu Việt Nam (Eximbank, HOSE: EIB) được giao dịch thỏa thuận với tổng...","Hơn 82 triệu cp EIB được giao dịch thỏa thuận, giá 44,406 đồng/cp"
751,2022-10-28 08:18:00,Phó Chủ tịch C47 đăng ký mua 1 triệu cp: Ông Lê Đông Lâm - Phó Chủ tịch HĐQT CTCP Xây dựng 47 (HOSE: C47) vừa đăng ký mua khớp lệnh 1 triệu cp C47 trong thời gian từ 01-30/11 để tăng tỷ lệ...,Phó Chủ tịch C47 đăng ký mua 1 triệu cp
752,2022-10-27 12:22:00,"Phân tích kỹ thuật phiên chiều 27/10: Tâm lý giằng co tiếp diễn: Trong phiên giao dịch buổi sáng ngày 27/10/2022, VN-Index tăng trưởng trở lại và hình thành mẫu hình nến Spinning Top.",Phân tích kỹ thuật phiên chiều 27/10: Tâm lý giằng co tiếp diễn
753,2022-10-26 18:27:00,Góc nhìn 27/10: Rung lắc và giằng co?: Yuanta dự báo thị trường vẫn đang trong giai đoạn tích lũy ngắn hạn cho nên thị trường sẽ tiếp tục còn giằng co với biên độ hẹp trong vài phiên tới...,Góc nhìn 27/10: Rung lắc và giằng co?
754,2022-10-26 08:14:00,"Sau 2 lần bị bán giải chấp, một Thành viên HĐQT HDC quyết định thoái hết vốn: Ông Nguyễn Tuấn Anh - Thành viên HĐQT độc lập của CTCP Phát triển Nhà Bà Rịa - Vũng Tàu (HOSE: HDC) - vừa đăng ký bán hơn 139 ngàn cp HDC. Nếu thành...","Sau 2 lần bị bán giải chấp, một Thành viên HĐQT HDC quyết định thoái hết vốn"
755,2022-10-25 14:04:00,VND biến động như tàu lượn với hơn 65 triệu cp được sang tay: Cầu bắt đáy nhập cuộc vào gần cuối phiên sáng và hấp thụ hơn 30 triệu cp giá sàn ở cổ phiếu VND. Cổ phiếu VND hồi phục nhưng rồi cũng trở lại mức sàn...,VND biến động như tàu lượn với hơn 65 triệu cp được sang tay
756,2022-10-24 19:30:00,Chứng khoán phái sinh Ngày 25/10/2022: Basis gia tăng đột biến: Các hợp đồng tương lai đồng loạt giảm điểm trong phiên giao dịch ngày 24/10/2022. Basis hợp đồng VN30F2211 mở rộng so với phiên trước đó và còn giá...,Chứng khoán phái sinh Ngày 25/10/2022: Basis gia tăng đột biến
757,2022-10-24 10:00:00,"Tuần 24-28/10/2022: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock: Các cổ phiếu nóng được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm: AGG, CMX, CTD, HDB, HSG, TPB, MSN, VJC, VNM và VPB.",Tuần 24-28/10/2022: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock
758,2022-10-22 20:30:00,"VN-Index loanh quanh gần 1,000 điểm: Giai đoạn gần đây, VN-Index thường giao dịch ở gần mốc 1,000 điểm. Tuần 17 - 21/10, thị trường kết ở mức 1,019.82 điểm, giảm hơn 40 điểm so với tuần...","VN-Index loanh quanh gần 1,000 điểm"
759,2022-10-21 10:46:00,"Giá cổ phiếu giảm sâu, Dragon Capital tích cực thoái vốn khỏi DXG: Theo công bố mới đây, nhóm quỹ thuộc Dragon Capital tiếp tục bán ròng 3.2 triệu cp của CTCP Tập đoàn Đất Xanh (HOSE: DXG) trong ngày 18/10.","Giá cổ phiếu giảm sâu, Dragon Capital tích cực thoái vốn khỏi DXG"
760,2022-10-20 15:50:00,"Nhịp đập Thị trường 20/10: Tăng thốc trong phiên chiều, VN-Index vẫn đóng cửa trong sắc đỏ: VN-Index leo lên trên tham chiếu ngay trước ATC. Sau gần 1 giờ đầu đi ngang bên dưới tham chiếu, chỉ số này bất thần được kéo tăng vọt, vượt lên trên...","Nhịp đập Thị trường 20/10: Tăng thốc trong phiên chiều, VN-Index vẫn đóng cửa trong sắc đỏ"
761,2022-10-19 19:20:00,Góc nhìn 20/10: Giằng co và đi ngang?: Yuanta cho rằng thị trường có thể sẽ tiếp tục giằng co và đi ngang trong phiên giao dịch 20/10.,Góc nhìn 20/10: Giằng co và đi ngang?
762,2022-10-19 06:00:00,19/10: Đọc gì trước giờ giao dịch chứng khoán?: Cùng điểm lại những tin tức về kết quả quả kinh doanh quý 3 của một số doanh nghiệp đã công bố trước giờ giao dịch hôm nay. ,19/10: Đọc gì trước giờ giao dịch chứng khoán?
763,2022-10-18 12:15:00,"Quỹ đầu tư bất động sản duy nhất trên sàn lỗ hơn 5.5 tỷ đồng trong tháng 9: Theo công bố mới đây, giá trị tài sản ròng của Quỹ đầu tư Bất động sản Techcom Việt Nam (TCREIT, HOSE: FUCVREIT) thuộc CTCP Quản lỹ Quỹ Kỹ thương...",Quỹ đầu tư bất động sản duy nhất trên sàn lỗ hơn 5.5 tỷ đồng trong tháng 9
764,2022-10-17 17:51:00,"Góc nhìn 18/10: Rung lắc?: CTCK BSC cho rằng trong ngắn hạn, chỉ số VN-Index có thể sẽ rung lắc trong vùng 1,050-1,060 điểm.",Góc nhìn 18/10: Rung lắc?
765,2022-10-17 11:00:00,"Sơn Á Đông tiếp tục nộp hồ sơ niêm yết HOSE: Ngày 14/10, Sở Giao dịch Chứng khoán TPHCM (HOSE) thông báo nhận được hồ sơ đăng ký niêm yết từ CTCP Sơn Á Đông (UPCoM: ADP).",Sơn Á Đông tiếp tục nộp hồ sơ niêm yết HOSE
766,2022-10-15 20:30:00,"VN-Index tăng mạnh 3 phiên sau khi về gần mốc 1,000 điểm: Sau khi về gần mốc 1,000 điểm trong phiên 11/10, VN-Index đã có nhịp hồi phục tích cực. Với 3 phiên tăng tốt sau đó, chỉ số tăng lên mức 1,061.85...","VN-Index tăng mạnh 3 phiên sau khi về gần mốc 1,000 điểm"
767,2022-10-14 15:29:00,"AGG nhận chuyển nhượng hơn 2.7 triệu cp công ty sở hữu gián tiếp dự án condotel The Sóng: Ngày 11/10, HĐQT CTCP Đầu tư và Phát triển Bất động sản An Gia (HOSE: AGG) đã thông qua việc nhận chuyển nhượng hơn 2.7 triệu cp ưu đãi hoàn lại tại...",AGG nhận chuyển nhượng hơn 2.7 triệu cp công ty sở hữu gián tiếp dự án condotel The Sóng
768,2022-10-14 08:00:00,Top cổ phiếu đáng chú ý đầu phiên 14/10: Danh sách các mã cổ phiếu tăng và giảm mạnh nhất những phiên gần đây theo số liệu thống kê của Vietstock.,Top cổ phiếu đáng chú ý đầu phiên 14/10
769,2022-10-13 13:10:00,"Con gái bầu Đức đăng ký mua 1 triệu cp HAG: Từ ngày 17/10-15/11, bà Đoàn Hoàng Anh - con gái ông Đoàn Nguyên Đức (bầu Đức), Chủ tịch HĐQT CTCP Hoàng Anh Gia Lai (HOSE: HAG) - đăng ký mua vào 1...",Con gái bầu Đức đăng ký mua 1 triệu cp HAG
770,2022-10-12 19:12:00,"Góc nhìn 13/10: Mở rộng nhịp hồi phục?: KBSV dự báo VN-Index đang đứng trước cơ hội mở rộng nhịp hồi phục lên vùng đích kỳ vọng kế tiếp tại 1,060 hoặc tích cực hơn là 1,080.",Góc nhìn 13/10: Mở rộng nhịp hồi phục?
771,2022-10-12 08:28:00,"L43 giải trình gì khi cổ phiếu “bật trần” liên tiếp 8 phiên dù thị trường đi xuống?: Từ phiên ngày 29/09, cổ phiếu của CTCP Lilama 45.3 (HNX: L43) đã liên tiếp tăng bật trần, bất chấp thị trường chìm trong sắc đỏ. Theo quy định, L43...",L43 giải trình gì khi cổ phiếu “bật trần” liên tiếp 8 phiên dù thị trường đi xuống?
772,2022-10-11 15:40:00,"Rớt gần 3.5%, Việt Nam giảm mạnh thứ hai châu Á: Chứng khoán Việt lại bị bán tháo giữa lúc thị trường tràn ngập thông tin tiêu cực, gần đây nhất là thông tin về Tập đoàn Vạn Thịnh Phát.","Rớt gần 3.5%, Việt Nam giảm mạnh thứ hai châu Á"
773,2022-10-11 08:00:00,Top cổ phiếu đáng chú ý đầu phiên 11/10: Danh sách các mã cổ phiếu tăng và giảm mạnh nhất những phiên gần đây theo số liệu thống kê của Vietstock.,Top cổ phiếu đáng chú ý đầu phiên 11/10
774,2022-10-10 15:00:00,"Chủ tịch LSS nhận chuyển nhượng từ cha ruột gần 2.4 triệu cp: Từ ngày 05/09-04/10/2022, Chủ tịch HĐQT CTCP Mía Đường Lam Sơn (HOSE: LSS) - ông Lê Văn Tân đã mua thỏa thuận thành công gần 2.4 triệu cp LSS.",Chủ tịch LSS nhận chuyển nhượng từ cha ruột gần 2.4 triệu cp
775,2022-10-10 09:00:00,"Chồng Chủ tịch PTC đã mua thành công 4 triệu cp: Từ ngày 26/09-05/10/2022, ông Võ Anh Linh, chồng bà Phạm Thị Thu Hà - Chủ tịch HĐQT CTCP Đầu Tư Icapital (HOSE: PTC), đã mua thành công 4 triệu cp...",Chồng Chủ tịch PTC đã mua thành công 4 triệu cp
776,2022-10-08 20:00:00,Chứng khoán phái sinh Tuần 10-14/10/2022: Hành trình tìm đáy không hồi kết: Các hợp đồng tương lai đồng loạt giảm điểm trong phiên giao dịch ngày 07/10/2022. Basis hợp đồng VN30F2210 mở rộng so với phiên trước và đạt giá trị...,Chứng khoán phái sinh Tuần 10-14/10/2022: Hành trình tìm đáy không hồi kết
777,2022-10-07 16:00:00,"Dragon Capital nâng tỷ lệ sở hữu tại DPM vượt mức 6%: Ngày 30/09, nhóm quỹ thuộc Dragon Capital đã có động thái nâng tỷ lệ sở hữu tại Tổng Công ty Phân bón và Hóa chất Dầu khí - CTCP (HOSE: DPM) vượt mức...",Dragon Capital nâng tỷ lệ sở hữu tại DPM vượt mức 6%
778,2022-10-07 09:12:00,"Cổ phiếu cao su ngày càng “chìm sâu”: Sau khi hồi phục nhẹ trong 3 tháng đầu năm 2022, giá cao su thế giới bắt đầu điều chỉnh và ngày càng lao dốc trong những tháng quý 3. Dù kết quả kinh...",Cổ phiếu cao su ngày càng “chìm sâu”
779,2022-10-06 16:37:00,"VinaCapital: Thị trường chứng khoán vẫn rất tích cực trong dài hạn: Đây là nhận định của bà Nguyễn Hoài Thu, Giám đốc điều hành Khối Đầu tư chứng khoán và trái phiếu - VinaCapital, tại Hội nghị nhà đầu tư được tổ chức...",VinaCapital: Thị trường chứng khoán vẫn rất tích cực trong dài hạn
780,2022-10-06 10:15:00,"GAB giải trình gì sau khi cổ phiếu bị cảnh báo và hạn chế giao dịch?: Sau khi nhận quyết định chuyển cổ phiếu vào diện cảnh báo và bị hạn chế giao dịch từ ngày 07/10, CTCP Đầu tư Khai Khoáng và Quản lý Tài sản FLC...",GAB giải trình gì sau khi cổ phiếu bị cảnh báo và hạn chế giao dịch?
781,2022-10-05 18:30:00,"Tự doanh 05/10: Trở lại bán ròng gần 203 tỷ đồng: Phiên 05/10, tự doanh công ty chứng khoán trở lại bán ròng gần 203 tỷ đồng. Trong đó, VPB, HDG và GEX bị bán ròng mạnh nhất. Ở chiều ngược lại, TDC...",Tự doanh 05/10: Trở lại bán ròng gần 203 tỷ đồng
782,2022-10-05 11:00:00,"Thị giá trên đà lao dốc, Phó Chủ tịch DIG đăng ký mua 20 triệu cp: Phó Chủ tịch HĐQT Tổng Công ty cổ phần Đầu tư Phát triển Xây dựng (HOSE: DIG), bà Nguyễn Thị Thanh Huyền vừa đăng ký mua 20 triệu cp từ ngày...","Thị giá trên đà lao dốc, Phó Chủ tịch DIG đăng ký mua 20 triệu cp"
783,2022-10-04 19:30:00,Chứng khoán phái sinh Ngày 05/10/2022: Sắc đỏ vẫn chiếm ưu thế: Các hợp đồng tương lai hầu hết giảm điểm trong phiên giao dịch ngày 04/10/2022. Basis hợp đồng VN30F2210 mở rộng so với phiên trước đó và đạt giá trị...,Chứng khoán phái sinh Ngày 05/10/2022: Sắc đỏ vẫn chiếm ưu thế
784,2022-10-04 10:00:00,"Ngày 04/10/2022: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock: Các cổ phiếu nóng được phân tích trong báo cáo của Phòng Tư vấn Vietstock gồm: BCM, BCC, CII, DIG, HT1, HVN, LIG, TPB, VPI và VCB.",Ngày 04/10/2022: 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock
785,2022-10-03 17:04:00,"Vietstock Daily 04/10/2022: Đà giảm chưa dừng lại: VN-Index giảm mạnh trong phiên và hình thành cây nến đỏ có thân dài cho thấy sự bi quan của nhà đầu tư. Bên canh đó, dòng tiền thông minh đã rơi sâu...",Vietstock Daily 04/10/2022: Đà giảm chưa dừng lại
786,2022-10-03 09:28:00,"Bố ruột Chủ tịch bán hết cổ phần tại LSS: Ông Lê Văn Tam đã bán toàn bộ gần 2.4 triệu cp đang nắm giữ tại CTCP Mía Đường Lam Sơn (Lasuco, HOSE: LSS) theo hình thức thỏa thuận, trong thời gian...",Bố ruột Chủ tịch bán hết cổ phần tại LSS
787,2022-10-01 20:30:00,"VN-Index tiếp tục giảm điểm: Tuần 23 - 30/09, VN-Index tiếp tục chuỗi giảm điểm về gần 1,100 điểm. Nhờ phiên hồi phục cuối tuần, VN-Index đã cắt chuỗi giảm điểm nhưng vẫn còn...",VN-Index tiếp tục giảm điểm
788,2022-09-30 17:27:00,Chứng khoán Tuần 26-30/09/2022: Hồi phục nhẹ trong phiên cuối tuần: VN-Index giảm mạnh hơn 71 điểm trong tuần cho thấy tâm lý nhà đầu tư đang rất bi quan dù có sự hồi phục nhẹ trong phiên cuối tuần. Tổng khối ngoại...,Chứng khoán Tuần 26-30/09/2022: Hồi phục nhẹ trong phiên cuối tuần
789,2022-09-30 08:18:00,Nova Consumer rục rịch niêm yết trên HOSE: CTCP Tập đoàn Nova Consumer (OTC: NCG) đã nộp hồ sơ niêm yết lần đầu trên HOSE với mã chứng khoán NCG.,Nova Consumer rục rịch niêm yết trên HOSE
790,2022-09-29 15:36:00,"Nhịp đập Thị trường 29/09: Lại rơi rụng cuối phiên chiều: VN-Index lại rơi khi bước vào phiên chiều, chỉ sau vài phút là đâm thủng tham chiếu, đi ngang cho đến trước ATC khoảng 15 phút thì giảm sâu thêm 10...",Nhịp đập Thị trường 29/09: Lại rơi rụng cuối phiên chiều
791,2022-09-29 06:00:00,29/09: Đọc gì trước giờ giao dịch chứng khoán?: Cùng điểm lại những tin tức tài chính kinh tế đáng chú ý diễn ra trong 24h qua trước giờ giao dịch hôm nay. ,29/09: Đọc gì trước giờ giao dịch chứng khoán?
792,2022-09-28 08:00:00,Top cổ phiếu đáng chú ý đầu phiên 28/09: Danh sách các mã cổ phiếu tăng và giảm mạnh nhất những phiên gần đây theo số liệu thống kê của Vietstock.,Top cổ phiếu đáng chú ý đầu phiên 28/09
793,2022-09-27 15:05:00,"Thị trường chứng khoán sẽ còn khó lường nhưng là cơ hội tốt để “chọn hàng”: Theo chuyên gia, xu hướng thị trường chứng khoán (TTCK) trong thời gian tới sẽ tiếp tục khó lường trong bối cảnh điều kiện vĩ mô chưa thuận lợi...",Thị trường chứng khoán sẽ còn khó lường nhưng là cơ hội tốt để “chọn hàng”
794,2022-09-26 20:30:00,"Dòng tiền quay lại với cổ phiếu chứng khoán, bảo hiểm?: Thanh khoản thị trường tiếp tục đi xuống trong tuần 19 - 23/09, tuy vậy, vẫn có một số nhóm ngành được ưu ái như nhóm xây dựng, chứng khoán, bảo hiểm.","Dòng tiền quay lại với cổ phiếu chứng khoán, bảo hiểm?"
795,2022-09-26 13:00:00,"Khi nào nên ""bắt dao rơi""?: “Bắt dao rơi” là một hành động mang lại cho nhà đầu tư nhiều cảm xúc. Tuy nhiên, đây không phải là hành động được khuyến khích đối với nhà đầu tư...","Khi nào nên ""bắt dao rơi""?"
796,2022-09-25 21:02:00,"Góc nhìn tuần 26 - 30/09: Chờ diễn biến chốt NAV quý 3: Công ty Chứng khoán (CTCK) Sài Gòn - Hà Nội (SHS) nhận định thị trường sẽ chốt NAV quý 3/2022 trong tuần tiếp theo 26 - 30/09, qua đó tổng kết đánh...",Góc nhìn tuần 26 - 30/09: Chờ diễn biến chốt NAV quý 3
797,2022-09-23 17:33:00,Chứng khoán Tuần 19-23/09/2022: Tiếp tục giao dịch ảm đạm: VN-Index tiếp tục có tuần giao dịch ảm khi sụt giảm mạnh hơn 30 điểm. Khối lượng giao dịch duy trì ở mức thấp cho thấy sự thận trọng của nhà đầu tư...,Chứng khoán Tuần 19-23/09/2022: Tiếp tục giao dịch ảm đạm
798,2022-09-23 06:00:00,23/09: Đọc gì trước giờ giao dịch chứng khoán?: Cùng điểm lại những diễn biến xung quanh việc Fed và các ngân hàng Trung ương khác tăng lãi suất và việc NHNN Việt Nam tăng lãi suất điều hành trước...,23/09: Đọc gì trước giờ giao dịch chứng khoán?
799,2022-09-22 12:12:00,"Phân tích kỹ thuật phiên chiều 22/09: Ngày càng bi quan: Trong phiên giao dịch buổi sáng ngày 22/09/2022, VN-Index hình thành mẫu hình nến Inverted Hammer và sụt giảm với khối lượng thấp nên rủi ro rất cao.",Phân tích kỹ thuật phiên chiều 22/09: Ngày càng bi quan
