,Published_time,news_content,Published_date
142,2022-03-30 10:49:00,"Nhìn lại những vụ khởi tố hình sự trên thị trường chứng khoán Việt Nam, đã từng có mức phạt lên tới... tù chung thân Trong lịch sử hơn 21 năm hoạt động, mức phạt nặng nhất về xử lý hình sự trên thị trường chứng khoán cho đến thời điểm hiện tại thuộc về công ty MTM khi nguyên Chủ tịch Trần Hữu Tiệp bị xử tù chung thân về tội Lừa đảo chiếm đoạt tài sản.",2022-03-30
143,2022-03-30 08:37:00,"Ai giúp sức ông Trịnh Văn Quyết thao túng thị trường chứng khoán? Trong vụ án “Thao túng thị trường chứng khoán”, ngoài ông Trịnh Văn Quyết, CQĐT còn xác minh đối với cá nhân thuộc Công ty CP Tập đoàn FLC, Công ty CP Chứng khoán BOS và các công ty có liên quan. Ngoài trụ sở FLC, nhà riêng ông Quyết, CQĐT đã tổ chức khám xét chỗ ở, nơi làm việc tại 21 địa điểm đối với các đối tượng liên quan.",2022-03-30
144,2022-03-29 09:12:00,Nhà đầu tư 'chen' bán gần 100 triệu cổ phiếu FLC ngay khi mở cửa thị trường chứng khoán Các cổ phiếu 'họ FLC' tiếp tục bị bán tháo ngày thứ 2 liên tiếp.,2022-03-29
145,2022-03-28 09:08:00,"Cổ phiếu 'họ FLC' bị bán tháo, giảm sàn ngay khi thị trường chứng khoán mở cửa Nhà đầu tư đặt bán hàng chục triệu cổ phiếu FLC và ROS ngay khi thị trường mở cửa. Các mã HAI, KLF, AMD, ART cũng bị bán hàng triệu đơn vị.",2022-03-28
146,2022-03-09 16:05:00,"13 năm sống sót trên thị trường chứng khoán, tài khoản tăng hàng chục lần: ""Tôi không mua cổ phiếu ‘vô chủ', đứng núi này trông núi nọ là điểm đen trong đầu tư"" Nguyên tắc đầu tư của anh Lê Kế Thọ được tóm gọn trong 5 chữ: Phù thịnh không phù suy, tập trung vào các doanh nghiệp có yếu tố kinh doanh cốt lõi, ưu tiên các doanh nghiệp đầu ngành tăng trưởng tốt hoặc các doanh nghiệp đã thoát khỏi khủng hoảng và phù hợp với thiên thời, chính sách ở giai đoạn mình đầu tư đó, không đầu tư cổ phiếu vô chủ.",2022-03-09
147,2022-03-06 08:35:00,"Bộ trưởng NN&PTNT: Mong nông nghiệp Việt thông tin minh bạch, để các bên nhìn vào như nhìn bảng thị trường chứng khoán Khi người trồng xuống giống, 3 – 6 tháng sau đã hình dung được sản lượng thu hoạch là bao nhiêu. Những thông tin đó sẽ đưa lên cổng thông tin để dùng chung. Các trung tâm, nhà phân phối cả trong nước và ngoài nước sẽ nhìn vào bảng đó, giống như nhìn vào bảng thị trường chứng khoán - phải được minh bạch, tích hợp từng vùng nguyên liệu, địa phương, có thời điểm rõ ràng, cụ thể - để chủ động thị trường, Bộ trưởng Bộ NNPTNT Lê Minh Hoan mong mỏi.",2022-03-06
148,2022-03-03 08:41:00,"""Anh ơi về Việt Nam thôi, kiếm tiền dễ lắm!"": Mr.X30 Phạm Lưu Hưng nhớ lại ký ức đau thương khi bước vào thị trường chứng khoán năm 2008 Nhớ lại cú sốc năm 2008, các chuyên gia cho biết ngoài yếu tố khủng hoảng kinh tế, thị trường chứng khoán định giá quá cao khi P/E tận 73 lần.",2022-03-03
149,2022-02-16 15:16:00,2 câu hỏi các nhà đầu tư F0 buộc phải đặt ra trước khi bước chân vào thị trường chứng khoán là gì? Đầu tư chứng khoán không khó nhưng cũng có những vấn đề bạn cần giải quyết trước khi quyết định dấn thân sâu hơn.,2022-02-16
150,2022-02-14 17:09:00,"Nguồn vốn khủng sắp được 'bơm' ra thị trường chứng khoán: SSI ký hợp đồng vay vốn hạn mức 10.000 tỷ đồng với một ngân hàng, lớn nhất lịch sử ngành Đây là hợp đồng hạn mức tín dụng có giá trị lớn nhất của SSI đến thời điểm hiện tại với một ngân hàng thương mại cổ phần tại Việt Nam.",2022-02-14
151,2022-02-01 19:00:00,"Thị trường chứng khoán tìm đỉnh cao mới Thị trường chứng khoán tăng trưởng mạnh mẽ nhờ dòng tiền từ lớp nhà đầu tư mới trong nước. Số lượng tài khoản, điểm số, thanh khoản liên tiếp đi tìm các đỉnh cao mới.",2022-02-01
152,2022-02-01 16:47:00,Nhà đầu tư trẻ nên kiếm tiền thế nào trên thị trường chứng khoán Hãy bắt đầu bằng cách mua hai hoặc ba cổ phiếu và tái đầu tư cổ tức theo thời gian.,2022-02-01
153,2022-01-31 22:29:00,"Loạt phát ngôn ""chất như nước cất"" chỉ có ở Táo Quân 2022: ""Muốn có thị trường chứng khoán sôi động thì phải có 'cá mập' lùa gà vào chuồng!"" Tuy mỗi năm chỉ lên sóng một lần vào đêm Tất niên, nhưng chương trình Táo Quân luôn ""gây bão"" bởi hàng loạt câu nói bắt trend vô cùng thâm thúy.",2022-01-31
154,2022-01-25 20:51:00,"Lý giải mối tương quan giữa Bitcoin với thị trường chứng khoán và Bitcoin liệu có thay thế được vàng? Trong khi Bitcoin thường được mô tả là giải pháp thay thế cho vàng, diễn biến giá của loại tiền điện tử này trong quá khứ cho thấy chúng có mối liên quan chặt chẽ với chứng khoán hơn.",2022-01-25
155,2022-01-25 14:06:00,"1001 tâm trạng của F0 trên thị trường chứng khoán những ngày cận Tết: Người chẳng mong gì, chỉ mong được về bờ; kẻ ""tắt app"" ăn bánh chưng rồi... sang năm tính VnIndex bốc hơi 33 điểm trong phiên giao dịch ngày 24/1 khiến nhiều nhà đầu tư lỗ nặng nề. Chỉ còn chưa đầy 1 tuần nữa là Tết, tâm trạng của các nhà đầu tư giờ ra sao?",2022-01-25
156,2022-01-24 16:34:00,"Thị trường chứng khoán: Khi mọi giá trị bị đảo lộn Không có một thống kê nào chỉ ra tỷ suất lợi nhuận giữa các nhóm nhà đầu tư trong năm 2021. ""Càng liều càng giàu"", ""thị trường chỉ có 2 loại cổ phiếu là cổ phiếu lái và cổ phiếu giảm"" cứ đu cổ phiếu hàng lái, cổ phiếu bất động sản là giàu.",2022-01-24
157,2022-01-19 13:24:00,"Chuyên gia ""điểm huyệt"" 3 nguyên tắc tối thượng giúp nhà đầu tư F0 ""sống sót"" trên thị trường chứng khoán năm 2022 Nếu năm 2021 nhiều nhà đầu tư F0 ""nhắm mắt mua cũng thắng"", thì sang đến năm 2022 được dự báo sẽ ""khó nhằn"" hơn đối với những nhà đầu tư thiếu kiến thức và kinh nghiệm.",2022-01-19
158,2022-01-19 10:52:00,"Cổ phiếu chứng khoán vụt tăng giá mạnh, thị trường chứng khoán phân hóa mạnh Trong khi VnIndex đã hồi phục mạnh mẽ thì HNX-Index vẫn đang trong trạng thái giảm sâu. HNX-Index hiện vẫn mất 12 điểm tương ứng gần 3%.",2022-01-19
159,2022-01-05 13:44:00,"Chuyên gia 16 năm “lướt sóng” chỉ cách sống sót trên thị trường chứng khoán Việt: Bữa tiệc nào cũng tham dự, cầm trên tay ly rượu vang nhưng phải đứng gần cửa! Theo chuyên gia Nguyễn Tuấn Anh, bí kíp là “không được chết và có cửa lùi”.",2022-01-05
160,2021-12-27 08:46:00,"Năm 2022 sẽ là năm thử thách thần kinh của các nhà đầu tư trên thị trường chứng khoán Hiện tại đang là thời điểm các nhà đầu tư xác định xem liệu trong năm 2022 thị trường cổ phiếu liệu có tiếp tục tăng hay không, và nếu tăng thì với tốc độ như thế nào.",2021-12-27
161,2021-12-24 16:29:00,"Thói quen của những người có tư duy thông minh về tài chính: Theo dõi thường xuyên và luôn đặt nghi vấn về thị trường chứng khoán Bài học rút ra từ câu chuyện này chính là, hãy làm việc chăm chỉ và tiết kiệm tiền cho những thời điểm khó khăn.",2021-12-24
162,2021-12-19 12:33:00,"Chuyên gia chỉ ra nguyên tắc cắt lỗ kinh điển, nắm bắt được sẽ ""tồn tại"" trên thị trường chứng khoán ""Một khoản lỗ lớn luôn bắt đầu từ những khoản lỗ nhỏ. Vốn dĩ, leo lên núi thì khó mà ngã xuống vực thì rất dễ nên nhà đầu tư cần tuân nguyên tắc kiểm soát rủi ro một cách chặt chẽ"", ông Nguyễn Duy Linh phân tích.",2021-12-19
163,2021-12-17 14:15:00,"Người trẻ Hàn Quốc và phong cách làm giàu kiểu mới: 'Tôi thà mua một chiếc túi Chanel còn hơn là đầu tư vào thị trường chứng khoán!' Khi giá nhà ở Hàn Quốc đang tăng cao, những người ở độ tuổi 20-30 có thể cảm thấy rằng họ không đủ khả năng để sở hữu một căn nhà. Thay vào đó, họ chi tiêu số tiền tiết kiệm vào những thứ có thể tận hưởng ngay lúc này.",2021-12-17
164,2021-12-16 13:29:00,"Doanh nghiệp Trung Quốc sắp bị ""khai tử"" trên thị trường chứng khoán Mỹ? Một công ty quản lý tài sản toàn cầu cho biết các công ty Trung Quốc niêm yết tại Phố Wall có khả năng sẽ bị loại khỏi thị trường vốn của Mỹ trong 3 năm tới, khi căng thẳng giữa Bắc Kinh và Washington không có dấu hiệu hạ nhiệt.",2021-12-16
165,2021-12-15 09:33:00,"Những ""chiếc bẫy"" rình rập trên thị trường chứng khoán Trước những rủi ro rình rập trên thị trường, ông Nguyễn Thế Minh, Giám đốc phân tích Công ty cổ phần chứng khoán Yuanta Việt Nam đưa ra 3 ""chiếc bẫy"" nhà đầu tư thường gặp.",2021-12-15
166,2021-12-13 14:51:00,"TS. Quách Mạnh Hào: ""Đừng kỳ vọng gói hỗ trợ kinh tế sẽ giúp thị trường chứng khoán bùng nổ như năm 2009"" ""Chính tâm lý kỳ vọng của nhà đầu tư vào gói hỗ trợ đã khiến thị trưởng bứt phá thời gian qua. Tuy nhiên chúng ta đừng kỳ vọng sau khi gói hỗ trợ được bơm ra sẽ khiến thị trường chứng khoán sẽ tăng trưởng giống như thời điểm năm 2009"", TS. Quách Mạnh Hào nhận định.",2021-12-13
167,2021-12-08 09:23:00,Tổng quan thị trường chứng khoán tháng 11: Thêm nhiều kỷ lục được thiết lập Thị trường chứng khoán tháng 11 ghi nhận VN-Index vượt mốc 1.500 điểm. Nhà đầu tư cá nhân tiếp tục là điểm nhấn khi mua ròng kỷ lục hơn 15.200 tỷ đồng.,2021-12-08
168,2021-12-08 08:42:00,"IPAAM: “Xu hướng dài hạn đi lên của thị trường chứng khoán chưa thể dừng lại và sẽ là kênh đầu tư hấp dẫn hàng đầu trong nhiều năm nữa” Đối với các góc nhìn ngắn hạn, IPAAM cho rằng yếu tố định giá gián tiếp thể hiện tâm lý thị trường thường xuyên biến động, tạo ra rủi ro lớn cho các hoạt động ""lướt sóng"". Tuy nhiên, nếu nhận diện đúng bức tranh của thị trường thì đây lại là cơ hội tích lũy đối với những nhà đầu tư dài hạn.",2021-12-08
169,2021-11-30 13:56:00,"Thiên tài đầu cơ phố Wall: Biến thể Omicron sẽ giúp thị trường chứng khoán tăng, không phải giảm Theo thiên tài đầu cơ phố Wall, do chỉ gây ra những triệu chứng nhẹ, biến thể Omicron sẽ giúp thị trường chứng khoán thăng hoa.",2021-11-30
170,2021-11-27 08:49:00,"Cả thế giới run sợ trước biến thể mới Omicron: Thị trường chứng khoán toàn cầu rung lắc, hàng loạt quốc gia khẩn cấp dừng đường bay từ Nam Phi Thế giới lo sợ biến thể mới Omicron có thể gây là một làn sóng chết chóc mới.",2021-11-27
171,2021-11-18 09:30:00,"NHNN giảm mạnh giá mua USD giúp gì cho nền kinh tế và thị trường chứng khoán? Từ phía thị trường chứng khoán, theo chuyên gia, các doanh nghiệp có vay nợ bằng ngoại tệ khả năng cao sẽ hưởng lợi nhất định.",2021-11-18
172,2021-11-07 10:07:00,"Chuyên gia ""điểm huyệt"" 5 sai lầm nhà đầu tư mới thường vấp phải khi tham gia thị trường chứng khoán Một nhà đầu tư chứng khoán thành công không chỉ cần tuân thủ kỷ luật, tìm kiếm được cơ hội tốt mà còn cần hạn chế tối thiểu các sai lầm nhằm bảo toàn thành quả đầu tư của mình.",2021-11-07
173,2021-11-02 14:38:00,"Gói kích thích phục hồi kinh tế giai đoạn 2022- 2023 tác động ra sao tới thị trường chứng khoán? Mức P/E 17, VN-Index đang được định giá không còn rẻ nhưng cũng không đắt và chưa có bong bóng chứng khoán. Do đó, không nên đầu tư theo phong trào.",2021-11-02
174,2021-10-17 09:13:00,"Đây là bí kíp giúp nhà đầu tư cá nhân không mắc sai lầm ""cắt lỗ đúng đáy"" hay ""chốt lãi non"" trên thị trường chứng khoán ""Rất nhiều nhà đầu tư sẽ tiếp tục mua vào cổ phiếu khi giá giảm mạnh để giảm giá vốn xuống mức thấp hơn, tuy nhiên chính điều này lại đang gấp đôi sai lầm của họ. Đến khi xu thế giảm vẫn tiếp diễn thì họ lại hoảng loạn bán ra, gây ra tình trạng ""cắt đúng đáy"" đang vô cùng phổ biến trong những nhà đầu tư cá nhân"", ông Trung chia sẻ.",2021-10-17
175,2021-09-29 09:03:00,"Chuyên gia Dragon Capital: Kinh tế hồi phục từ năm 2022, thị trường chứng khoán đón sóng ""bình thường mới"" ""Dự báo GDP tăng trưởng 2021 chỉ ở mức thấp sẽ tạo dư địa lớn cho sự bứt phá mạnh mẽ của năm 2022. Chứng khoán là nơi chú trọng vào giá trị tương lai hơn là hiện tại, do đó kỳ vọng đây sẽ là những tín hiệu khả quan cho diễn biến sắp tới của thị trường"", ông Lê Anh Tuấn cho biết",2021-09-29
176,2021-09-26 07:53:00,Chủ tịch Dragon Capital: “Thị trường chứng khoán Việt Nam có nội lực mạnh mẽ chưa được khai thác hết” Ông Dominic Scrive cho rằng giai đoạn khó khăn và đặc biệt này là cơ hội để chúng ta đầu tư nhiều hơn cho bản thân và kế hoạch tài chính cá nhân.,2021-09-26
177,2021-09-24 08:46:00,"Ngoài thị trường chứng khoán, đây là 4 cách đầu tư tiền mà chuyên gia đề xuất, cách thứ 4 được khẳng định là khôn ngoan sáng suốt Các nhà hoạch định tài chính nói rằng đầu tư vào chính sự nghiệp của bạn là một bước đi khôn ngoan.",2021-09-24
178,2021-09-23 10:29:00,"Chân dung tân Phó TGĐ Kienlongbank Đỗ Anh Tuấn: Từ dân công nghệ, viên chức Nhà nước đến người giàu thứ 9 thị trường chứng khoán Việt Nam Ông Đỗ Anh Tuấn hiện là Chủ tịch Sunshine Group và vừa chính thức ngồi vào ghế Phó Tổng giám đốc Kienlongbank. Ông Tuấn đang sở hữu tài sản 18.000 tỷ trên thị trường chứng khoán.",2021-09-23
179,2021-09-23 07:52:00,"Kienlongbank bổ nhiệm người giàu thứ 9 thị trường chứng khoán làm Phó Tổng giám đốc Ông Đỗ Anh Tuấn, Chủ tịch Sunshine Group vừa được Kienlongbank bổ nhiệm chức vụ Phó Tổng giám đốc. Ước tính tài sản của ông Tuấn hơn 18.000 tỷ đồng và hiện là người giàu thứ 9 trên thị trường chứng khoán.",2021-09-23
180,2021-09-21 16:18:00,"Cổ phiếu Evergrande xuống mức thấp nhất trong vòng 1 thập kỷ, thị trường chứng khoán toàn cầu cùng 70.000 chủ nợ 'toát mồ hôi' Biểu đồ khiến thị trường chứng khoán toàn cầu cùng 70.000 chủ nợ của Evergrande ""toát mồ hôi"".",2021-09-21
181,2021-09-19 11:31:00,"Nhìn lại lời cảnh báo của Warren Buffett về hoạt động đầu cơ trên thị trường chứng khoán: Nguy hiểm nhất là khi mới đầu có vẻ dễ dàng nhất Vấn đề quan trọng nhất mà Buffett chỉ ra là nhà đầu cơ đang ""say sưa khiêu vũ trong căn phòng với những chiếc đồng hồ không có kim. Hay nói cách khác, họ không hề biết khi nào nhạc sẽ dừng, do đó có thể mất hết tất cả chỉ sau một vài tích tắc lúc nửa đêm"".",2021-09-19
182,2021-09-14 10:03:00,"Bí quyết giúp định giá Apple, Berkshire Hathaway tăng phi mã dù lãi tăng chậm và bài học với thị trường chứng khoán Việt Nam Trong môi trường lãi suất thấp, những doanh nghiệp tốt nhất với dòng tiền dồi dào nhưng thiếu cơ hội tái đầu tư hiệu quả cũng sẽ có những mối đau đầu riêng. Mua cổ phiếu quỹ đang là một lựa chọn của rất nhiều doanh nghiệp top đầu thế giới hiện nay, như một trong những cách trả lại giá trị tốt nhất cho cổ đông.",2021-09-14
183,2021-09-02 15:04:00,"5 bộ phim cực hay về thị trường chứng khoán: Dành thời gian nghỉ lễ 2/9 để nghiền ngẫm, chuẩn bị ""trận đánh mới"" Không chỉ giúp chúng ta có cái nhìn rõ nét hơn về thị trường tài chính, những bộ phim phim này còn truyền cảm hứng cũng như giúp ta rút ra nhiều kinh nghiệm đầu tư xương máu cho bản thân.",2021-09-02
184,2021-08-25 08:17:00,"Thao túng thị trường chứng khoán là gì? Mức phạt đối với hành vi thao túng TTCK ra sao? Trên thực tế, có trường hợp công ty phát hành chứng khoán sử dụng những thủ đoạn để tự mua chứng khoán của mình trái quy định của pháp luật, nhằm đẩy giá chứng khoán lên cao, khiến nhiều nhà đầu tư tin rằng nếu mua chứng khoán này sẽ có lãi và đổ xô vào mua. Vậy luật pháp có quy định xử phạt ra sao trong các trường hợp này?",2021-08-25
185,2021-08-24 19:36:00,"Công an đang điều tra nhiều vụ có dấu hiệu thao túng thị trường chứng khoán Các đơn vị nghiệp vụ TP Hà Nội đã điều tra một số vụ việc có dấu hiệu giao dịch thao túng thị trường chứng khoán, lan truyền thông tin sai sự thật trên mạng gây ảnh hưởng lớn đến nhà đầu tư, thị trường chứng khoán.",2021-08-24
186,2021-08-20 16:36:00,"Thanh khoản thị trường chứng khoán Việt Nam lập kỷ lục hơn 38.000 tỷ đồng trong ngày nhà đầu tư mạnh tay cơ cấu danh mục Thanh khoản thị trường tăng vọt so với phiên trước đó và lập kỷ lục ở cả 3 sàn giao dịch. VN-Index giảm mạnh nhất 1 tháng, nằm ngoài dự báo của các công ty chứng khoán.",2021-08-20
187,2021-07-20 17:09:00,"Thị trường chứng khoán lập đỉnh lịch sử, SSI lãi 1.232 tỷ đồng sau 6 tháng, tăng trưởng 84% Thanh khoản toàn thị trường trung bình 26.219 tỷ đồng/ngày trong quý 2, tăng trưởng tới 293% so với cùng kỳ năm ngoái giúp tác động tích cực lên hoạt động kinh doanh của SSI.",2021-07-20
188,2021-07-13 11:42:00,"Trong lúc cả thị trường chứng khoán ""đỏ lửa"", vì sao Thế Giới Di Động vẫn tăng mạnh, vốn hóa lập đỉnh lịch sử? Cổ phiếu MWG của CTCP Thế giới đi động đang trở thành điểm sáng giữa lúc thị trường chứng khoán Việt Nam trải qua những phiên giảm mạnh nhất từ đầu năm đến nay.",2021-07-13
189,2021-07-13 08:36:00,"5 lời khuyên ""vàng"" từ người đầu tư lâu năm khi thị trường chứng khoán ngập sắc đỏ Sắc đỏ bao trùm sàn chứng khoán khiến nhiều người đầu tư rơi vào tâm lý hoảng loạn khi cứ bắt đáy lại nhìn thấy một đáy mới.",2021-07-13
190,2021-07-10 09:13:00,"Thị trường chứng khoán và nhà đất sôi động, thu thuế thu nhập cá nhân lập kỷ lục giữa cao điểm dịch Covid Với 73.207 tỉ đồng, thuế TNCN đang trở thành sắc thuế chính đóng góp vào ngân sách. Đây cũng là con số cao nhất hiện nay kể từ khi luật Thuế TNCN đi vào thực thi.",2021-07-10
191,2021-07-07 14:03:00,"Khi thị trường chứng khoán rung lắc mạnh, các nhà đầu tư F0 mới chập chững vào nghiệp chứng sĩ nên làm gì? Peter Lynch có một câu nói rất hay khi được hỏi về phương pháp đầu tư khi thị trường giảm điểm bất ngờ: ""Thị trường sẽ sập, chắc chắn sẽ sập rất nhiều lần, nhưng chẳng ai biết được khi nào nó sẽ sập cả. Và những người dự đoán chính xác thị trường sập thường sẽ thành công sau tổng cộng... 53 lần thử khác nhau.""",2021-07-07
192,2021-06-06 19:32:00,"Lãi suất chưa có dấu hiệu tăng, dòng tiền sẽ tiếp tục chảy mạnh vào thị trường chứng khoán? SSI cho biết chưa nhận thấy áp lực tăng lãi suất trong ngắn hạn. Bên cạnh đó, với việc hoạt động sản xuất tiếp tục đình trệ do Covid-19, sự hoạt động tích cực của nhà đầu tư cá nhân sẽ tiếp tục có lợi cho kênh chứng khoán khi lượng tiền lớn đổ vào TTCK thông qua các tài khoản cá nhân để tìm kiếm lợi nhuận.",2021-06-06
193,2021-06-06 15:29:00,"[Quy tắc đầu tư vàng] Để thành công trên thị trường chứng khoán có nhất thiết phải thông minh? Edgar ""Ed"" Wachenheim III đã chỉ ra một sự thật rằng, để là một nhà đầu tư tài ba trong thị trường tài chính thì không nhất phải là một người giỏi về toán học hoặc là một người có chỉ số IQ cao.",2021-06-06
194,2021-05-09 08:18:00,Chuyện gì sẽ xảy ra với thị trường chứng khoán và tiền số khi Fed dập tắt 'cơn mưa tiền'? Các biện pháp kích thích tài chính và tiền tệ chưa từng có do Fed triển khai đang thúc đẩy sự hưng phấn của các nhà đầu tư mới. Liệu đây có phải là tác nhân gây ra quả bong bóng mới trên thị trường và khi nào nó sẽ vỡ tung?,2021-05-09
195,2021-04-28 09:19:00,Cuộc “tháo chạy” khỏi thị trường chứng khoán Ấn Độ Thị trường chứng khoán Ấn Độ sắp ghi nhận tháng thoái vốn mạnh nhất của khối ngoại trong 1 năm qua khi đợt bùng phát dịch COVID-19 đang đe dọa đà hồi phục của nền kinh tế.,2021-04-28
196,2021-04-16 21:00:00,"CEO quỹ quản lý tài sản lớn nhất thế giới: Tôi cực kỳ lạc quan vào thị trường chứng khoán Giám đốc điều hành BlackRock, quỹ quản lý tài sản lớn nhất thế giới, bày tỏ sự lạc quan về thị trường tài chính khi nền kinh tế Mỹ đang nỗ lực phục hồi sau đại dịch Covid-19.",2021-04-16
197,2021-04-14 16:55:00,"Thị trường chứng khoán trong “cơn say” tiền, nhà đầu tư F0 có “tỉnh”? Cổ phiếu VIC liên tục lập đỉnh, vốn hóa Vingroup vượt 20 tỷ USD, lớn hơn 3 ngân hàng VietinBank, Techcombank và VPBank cộng lại",2021-04-14
198,2021-04-14 14:31:00,"Vingroup chính thức lên tiếng về thông tin niêm yết VinFast trên thị trường chứng khoán Mỹ Vingroup cho biết, việc triển khai các giao dịch huy động vốn còn tùy thuộc vào điều kiện thị trường và nhu cầu vốn thực tế của công ty. Vingroup sẽ công bố thông tin theo quy định khi quyết định triển khai giao dịch.",2021-04-14
199,2021-03-23 15:01:00,"""Thị trường chứng khoán là công cụ chuyển tiền của người thiếu kiên nhẫn sang người kiên nhẫn"": Nguyên tắc của kiên nhẫn và cách gặt hái những lợi ích của nó Kiên nhẫn - Yếu tố then chốt quyết định thành công và thất bại.",2021-03-23
200,2021-03-21 17:00:00,"[Quy tắc đầu tư vàng] “Warren Buffett của Nhật Bản” chia sẻ bí quyết số 1 để thành công trên thị trường chứng khoán, giàu có và hạnh phúc trong cuộc sống Khi bạn đang làm những gì bạn yêu thích và đam mê nhất, bạn sẽ liên tục nhận được những cơ hội mới thú vị. Ông nhấn mạnh rằng ""Chứng khoán cũng vậy""…",2021-03-21
201,2021-03-20 09:57:00,"Cái gì cũng tăng, thị trường chứng khoán rồi sẽ ra sao? Theo chuyên gia, trong bối cảnh cả tăng trưởng kinh tế và áp lực/kỳ vọng lạm phát đều tăng, triển vọng thị trường chứng khoán Việt Nam, vốn đã phá đỉnh lịch sử mới đây, còn tăng được nữa hay không phụ thuộc trước hết vào biến số lạm phát trong các tháng tới.",2021-03-20
202,2021-03-10 14:03:00,"Financial Times: Bị coi là “mang tư duy cờ bạc” nhưng giới đầu tư nhỏ lẻ nghiệp dư đang thực sự định hình lại thị trường chứng khoán Những người đầu tiên đến với Robinhood và quyết định sử dụng nền tảng này để mua cổ phiếu, có lẽ nhiều người trong số họ thắc mắc ""thị trường chứng khoán là gì?"", ""S&P 500 là gì?"". Đây là những định nghĩa được tìm kiếm nhiều nhất trên trang web của nhà môi giới.",2021-03-10
203,2021-03-04 14:12:00,"Nâng lô tối thiểu lên 1.000 cổ phiếu là bước lùi của thị trường chứng khoán Việt Nam? Việt Nam đang cố gắng để thoát khỏi nhóm thị trường cận biên, chuyển sang thị trường mới nổi do đó không thể không quan tâm đến các nhà đầu tư cá nhân...",2021-03-04
204,2021-03-02 09:59:00,"Lạm phát có dấu hiệu tăng: Tín hiệu cảnh báo với thị trường chứng khoán Nếu mặt bằng lãi suất không giảm hoặc tăng lên, định giá của gửi tiết kiệm sẽ càng trở nên hấp dẫn hơn trong khi định giá của chứng khoán sẽ kém hấp dẫn hơn. Và đó chính là vấn đề tại sao xu hướng lạm phát là quan trọng, chứ không phải vì nó quá cao...",2021-03-02
205,2021-02-28 19:00:00,"Việt Nam nằm trong top 10 thị trường chứng khoán tăng mạnh nhất thế giới trong 2 tháng đầu năm Kết thúc phiên giao dịch cuối cùng tháng 2, chỉ số VN-Index dừng tại 1.168,47 điểm, tương ứng mức tăng 5,85% so với đầu năm và nằm trong top 10 chỉ số chứng khoán tăng mạnh nhất Thế giới từ đầu năm tới nay.",2021-02-28
206,2021-02-11 09:21:00,"Thị trường chứng khoán và câu chuyện ""tiền rẻ"" Mấy ngày nghỉ để ý tới chứng khoán Việt Nam thì ký ức xưa ùa về. Cảm giác phấn khích y hệt như thời kỳ 2009-2010. Quá nhiều tiền! Điểm chung của cả hai thời kỳ đều có chất xúc tác là tiền rẻ...",2021-02-11
207,2021-02-01 09:21:00,"Dragon Capital: Việt Nam đã có kinh nghiệm ngăn chặn Covid, thị trường chứng khoán sẽ sớm ổn định trở lại Dragon Capital cho rằng dư nợ margin hiện đã giảm 12-14% so với đỉnh tuần trước. Theo thống kê lịch sử, khi tổng dư nợ vay ký quỹ giảm 15-18%, thị trường sẽ tạo đáy.",2021-02-01
208,2021-01-28 15:34:00,"500 cổ phiếu giảm sàn, thị trường chứng khoán Việt Nam chứng kiến phiên giảm mạnh nhất lịch sử Hầu hết cổ phiếu trên sàn HOSE giảm sàn hoặc đóng cửa sát giá sàn, khiến VN-Index giảm 6,67%, gần ""kịch khung"". Trong khi đó, HNX-Index giảm hơn 8% và UPCOM giảm 7,17%. Tổng cộng 3 phiên gần đây, VN-Index đã giảm 142 điểm.",2021-01-28
209,2021-01-21 08:49:00,"Chuyên gia giải mã đà tăng nhanh của thị trường chứng khoán và những khuyến nghị TS. Cấn Văn Lực và Nhóm tác giả Viện Đào tạo và Nghiên cứu BIDV chỉ ra 5 nguyên nhân tăng điểm của TTCK, cho rằng đó cũng có thể là dấu hiệu rủi ro tăng, không chỉ ảnh hưởng đến đà tăng trong ngắn hạn mà còn dấy lên mối lo ngại trong dài hạn về khả năng thị trường phát triển lành mạnh, bền vững.",2021-01-21
210,2021-01-20 16:37:00,"Thị trường chứng khoán khởi sắc, SSI báo lãi 1.545 tỷ đồng năm 2020, tăng trưởng 40% SSI ước tính lợi nhuận hợp nhất đạt 1.545 tỷ đồng năm 2020 và lợi nhuận riêng công ty mẹ là 1.565 tỷ đồng.",2021-01-20
211,2021-01-14 10:31:00,"VN-Index lên cao nhất lịch sử: Xuất hiện chỉ báo cho thấy tiền đang đổ vào thị trường chứng khoán nhiều như thế nào! Giá trị giao dịch trên sàn chứng khoán liên tiếp tăng cao ngay trong những ngày đầu năm 2020, khi thị trường có thêm rất nhiều nhà đầu tư mới.",2021-01-14
212,2021-01-13 15:56:00,"'Sự tăng trưởng của thị trường chứng khoán không thực sự phản ánh sự thịnh vượng của nền kinh tế' TS. Quách Mạnh Hào, Nghiên cứu Chính sách và Kinh tế Việt nam – Anh Quốc, Đại học Lincoln – Vương quốc Anh nhận định tại Diễn đàn Kịch bản Kinh tế Việt Nam thường niên 2021. Chuyên gia này cho rằng, điều này tiềm ẩn rủi ro nợ xấu sẽ ra tăng trong những năm tiếp theo.",2021-01-13
